temp_air_C,temp_process_C,delta_temp_C,vitesse_rotation_rpm,couple_Nm,usure_outil_min,puissance_W,ratio_couple_vitesse,type_piece_L,type_piece_M,panne_machine,RUL_min,usine,piece_id
24.85,34.85,10.0,1524,37.0,49,5904.94,0.0243,1,0,0,211.7,FR-Toulouse,270
24.85,34.85,10.0,1520,39.6,51,6303.29,0.026,0,0,0,216.2,ES-Madrid,271
24.95,34.95,10.0,1452,40.8,56,6203.77,0.0281,0,1,0,196.8,ES-Madrid,272
24.95,34.95,10.0,1484,40.4,59,6278.33,0.0272,1,0,0,206.8,ES-Barcelone,273
24.95,34.85,9.9,1426,46.0,61,6869.2,0.0322,1,0,0,199.1,ES-Barcelone,274
24.95,34.85,9.9,1652,28.5,63,4930.42,0.0172,1,0,0,192.1,FR-Nantes,275
24.85,34.85,10.0,1401,54.7,65,8025.17,0.039,1,0,0,197.3,FR-Nantes,276
24.85,34.75,9.9,1750,26.6,67,4874.7,0.0152,0,1,0,194.0,ES-Madrid,277
24.85,34.85,10.0,1479,50.7,70,7852.44,0.0343,0,0,0,187.0,FR-Nantes,278
24.85,34.85,10.0,1620,29.4,75,4987.59,0.0181,0,1,0,185.3,ES-Madrid,279
24.85,34.95,10.1,1819,23.4,78,4457.35,0.0129,1,0,0,180.1,ES-Madrid,280
24.95,34.95,10.0,1456,43.7,80,6663.02,0.03,0,1,0,180.6,ES-Barcelone,281
24.95,34.85,9.9,1626,36.5,83,6215.01,0.0224,1,0,0,180.3,FR-Toulouse,282
24.95,34.95,10.0,1390,49.8,85,7248.91,0.0358,0,1,0,182.9,FR-Toulouse,283
25.05,35.05,10.0,1469,43.0,88,6614.83,0.0293,1,0,0,165.8,FR-Lyon,284
25.05,35.15,10.1,2051,19.2,90,4123.78,0.0094,1,0,0,180.7,FR-Nantes,285
25.05,35.15,10.1,1568,36.0,92,5911.22,0.0229,1,0,0,158.2,FR-Lyon,286
25.05,35.15,10.1,1589,33.2,94,5524.47,0.0209,1,0,0,165.2,FR-Nantes,287
25.05,35.15,10.1,1805,31.6,96,5973.01,0.0175,1,0,0,166.9,FR-Nantes,288
25.05,35.25,10.2,1385,42.2,98,6120.56,0.0304,0,0,0,163.4,FR-Toulouse,289
24.95,35.25,10.3,1436,46.7,103,7022.63,0.0325,1,0,0,153.9,FR-Nantes,290
24.95,35.25,10.3,1438,45.6,105,6866.77,0.0317,1,0,0,154.0,FR-Lyon,291
24.85,35.15,10.3,1473,42.6,107,6571.14,0.0289,1,0,0,150.5,FR-Lyon,292
24.95,35.25,10.3,1335,40.2,109,5620.0,0.0301,1,0,0,148.1,ES-Madrid,293
24.95,35.35,10.4,1392,44.8,111,6530.49,0.0322,0,0,0,153.2,FR-Toulouse,294
24.95,35.35,10.4,1372,51.1,116,7341.82,0.0372,0,1,0,145.8,FR-Lyon,295
24.95,35.45,10.5,1716,30.7,119,5516.76,0.0179,0,1,0,137.5,FR-Nantes,296
24.85,35.35,10.5,1395,46.2,122,6749.08,0.0331,1,0,0,142.5,ES-Madrid,297
24.85,35.35,10.5,1713,25.3,124,4538.44,0.0148,1,0,0,137.5,FR-Lyon,298
24.75,35.35,10.6,2129,18.7,126,4169.13,0.0088,0,0,0,138.1,FR-Nantes,299
24.65,35.15,10.5,1567,35.6,131,5841.81,0.0227,0,1,0,132.1,FR-Lyon,300
24.65,35.25,10.6,1622,38.3,134,6505.46,0.0236,1,0,0,121.9,FR-Lyon,301
24.55,35.25,10.7,1740,27.1,136,4937.96,0.0156,1,0,0,121.2,FR-Nantes,302
24.65,35.25,10.6,1512,35.1,138,5557.6,0.0232,0,0,0,125.7,FR-Nantes,303
24.65,35.25,10.6,1479,43.5,143,6737.3,0.0294,0,1,0,120.1,FR-Nantes,304
24.65,35.25,10.6,1737,27.5,146,5002.2,0.0158,1,0,0,113.9,ES-Madrid,305
24.65,35.25,10.6,2129,19.2,148,4280.61,0.009,1,0,0,112.6,ES-Barcelone,306
24.65,35.25,10.6,1374,47.1,150,6776.98,0.0343,1,0,0,116.4,FR-Nantes,307
24.65,35.25,10.6,1579,36.6,152,6051.9,0.0232,0,1,0,105.0,FR-Toulouse,308
24.75,35.35,10.6,1305,47.2,155,6450.32,0.0361,1,0,0,107.7,ES-Madrid,309
24.75,35.35,10.6,1449,40.8,157,6190.95,0.0281,0,1,0,102.0,FR-Toulouse,310
24.85,35.45,10.6,1526,41.8,160,6679.74,0.0274,0,0,0,98.9,FR-Toulouse,311
24.85,35.45,10.6,1453,44.1,165,6710.16,0.0303,0,1,0,100.5,FR-Lyon,312
24.75,35.45,10.7,1468,36.0,168,5534.23,0.0245,1,0,0,96.1,FR-Lyon,313
24.85,35.45,10.6,1313,50.8,170,6984.85,0.0387,1,0,0,94.1,ES-Barcelone,314
24.75,35.35,10.6,1300,53.0,172,7215.19,0.0407,0,1,0,94.5,ES-Madrid,315
24.75,35.25,10.5,1646,40.6,175,6998.17,0.0247,1,0,0,85.1,ES-Madrid,316
24.65,35.25,10.6,1714,33.2,177,5959.06,0.0194,1,0,0,86.4,FR-Toulouse,317
24.65,35.25,10.6,1685,28.4,179,5011.26,0.0168,1,0,0,79.4,FR-Lyon,318
24.65,35.25,10.6,1512,39.9,181,6317.62,0.0264,1,0,0,80.6,FR-Lyon,319
24.65,35.25,10.6,1612,32.1,183,5418.74,0.0199,1,0,0,76.3,FR-Toulouse,320
24.65,35.25,10.6,1550,38.2,185,6200.46,0.0246,0,0,0,75.5,FR-Nantes,321
24.65,35.25,10.6,1518,32.5,190,5166.35,0.0214,1,0,0,73.0,ES-Madrid,322
24.65,35.35,10.7,1448,40.0,192,6065.37,0.0276,1,0,0,63.9,ES-Madrid,323
24.65,35.35,10.7,1561,46.3,194,7568.55,0.0296,1,0,0,76.5,FR-Toulouse,324
24.65,35.35,10.7,1488,41.9,196,6528.98,0.0281,0,1,0,59.0,ES-Barcelone,325
24.65,35.35,10.7,1699,27.8,199,4946.14,0.0164,1,0,0,54.9,ES-Madrid,326
24.55,35.35,10.8,1501,41.4,201,6507.43,0.0276,1,0,0,64.8,FR-Nantes,327
24.55,35.35,10.8,1373,56.7,203,8152.34,0.0413,1,0,1,61.0,FR-Nantes,328
24.45,35.25,10.8,1703,31.4,205,5599.81,0.0184,0,0,0,58.1,FR-Toulouse,329
24.55,35.35,10.8,1720,29.9,210,5385.53,0.0174,0,0,0,53.1,FR-Lyon,330
24.45,35.25,10.8,1398,41.9,215,6134.09,0.0299,0,1,0,44.9,FR-Toulouse,331
24.45,35.25,10.8,1391,51.9,218,7560.02,0.0373,0,1,0,37.5,ES-Madrid,332
24.45,35.15,10.7,1538,40.2,0,6474.57,0.0261,0,1,0,260.4,FR-Lyon,333
24.35,35.05,10.7,1647,31.3,3,5398.42,0.019,1,0,0,253.6,FR-Lyon,334
24.35,34.95,10.6,1469,44.8,5,6891.73,0.0305,0,1,0,259.9,FR-Lyon,335
24.25,34.95,10.7,1749,25.9,8,4743.71,0.0148,1,0,0,251.3,FR-Lyon,336
24.45,35.05,10.6,1995,20.5,10,4282.78,0.0103,0,1,0,245.9,ES-Barcelone,337
24.45,35.15,10.7,1742,27.7,13,5053.08,0.0159,1,0,0,245.4,ES-Madrid,338
24.35,35.05,10.7,1563,38.2,15,6252.46,0.0244,1,0,0,247.1,FR-Nantes,339
24.35,35.05,10.7,1713,32.2,17,5776.2,0.0188,0,1,0,240.2,FR-Lyon,340
24.25,34.95,10.7,1474,39.4,20,6081.66,0.0267,1,0,0,235.9,FR-Nantes,341
24.25,35.05,10.8,1530,32.6,22,5223.21,0.0213,0,1,0,239.2,FR-Nantes,342
24.25,35.05,10.8,1471,46.5,25,7162.99,0.0316,1,0,0,236.2,FR-Lyon,343
24.35,35.15,10.8,1388,48.6,27,7064.06,0.035,1,0,0,230.5,FR-Toulouse,344
24.35,35.05,10.7,2448,13.8,29,3537.68,0.0056,0,1,0,228.6,FR-Toulouse,345
24.35,35.15,10.8,1585,32.9,32,5460.77,0.0207,1,0,0,229.2,FR-Nantes,346
24.35,35.15,10.8,1459,45.2,34,6905.93,0.031,0,1,0,218.8,FR-Nantes,347
24.35,35.15,10.8,1544,40.8,37,6596.84,0.0264,1,0,0,216.0,FR-Lyon,348
24.45,35.15,10.7,1617,31.7,39,5367.82,0.0196,1,0,0,217.4,FR-Toulouse,349
24.45,35.15,10.7,1595,34.3,41,5729.06,0.0215,1,0,0,217.9,FR-Nantes,350
24.45,35.15,10.7,1400,44.3,43,6494.72,0.0316,0,0,0,218.6,FR-Nantes,351
24.45,35.25,10.8,1611,31.0,48,5229.81,0.0192,0,1,0,219.4,ES-Barcelone,352
24.45,35.25,10.8,1507,46.0,51,7259.38,0.0305,0,1,0,213.3,ES-Madrid,353
24.35,35.15,10.8,1674,30.0,54,5259.03,0.0179,0,0,0,205.2,FR-Lyon,354
24.45,35.15,10.7,1658,34.3,59,5955.35,0.0207,1,0,0,200.9,FR-Lyon,355
24.45,35.15,10.7,1623,36.9,61,6271.53,0.0227,1,0,0,194.0,FR-Nantes,356
24.45,35.25,10.8,1398,48.9,63,7158.87,0.035,0,1,0,196.9,FR-Lyon,357
24.45,35.25,10.8,1517,34.2,66,5433.01,0.0225,1,0,0,192.6,FR-Nantes,358
24.45,35.15,10.7,1467,36.7,68,5638.0,0.025,0,1,0,193.6,ES-Barcelone,359
24.45,35.15,10.7,1567,34.6,71,5677.72,0.0221,0,1,0,184.9,FR-Nantes,360
24.35,35.15,10.8,1521,38.2,74,6084.45,0.0251,0,1,0,188.6,FR-Toulouse,361
24.35,35.15,10.8,1596,36.8,77,6150.48,0.023,1,0,0,190.7,FR-Nantes,362
24.45,35.15,10.7,1640,30.9,79,5306.78,0.0188,0,0,0,180.5,FR-Nantes,363
24.45,35.15,10.7,1438,47.8,84,7198.06,0.0332,1,0,0,178.0,FR-Nantes,364
24.45,35.25,10.8,1407,55.2,86,8133.21,0.0392,1,0,0,177.5,ES-Barcelone,365
24.45,35.25,10.8,1353,57.5,88,8146.94,0.0425,1,0,0,170.0,FR-Toulouse,366
24.45,35.35,10.9,1552,40.9,90,6647.27,0.0263,0,1,0,171.1,ES-Barcelone,367
24.45,35.25,10.8,1569,38.3,93,6292.89,0.0244,0,1,0,167.1,ES-Barcelone,368
24.35,35.25,10.9,1489,39.5,96,6159.14,0.0265,1,0,0,164.5,FR-Lyon,369
24.35,35.25,10.9,1587,36.1,98,5999.47,0.0227,0,0,0,158.1,FR-Lyon,370
24.35,35.15,10.8,1622,37.2,103,6318.62,0.0229,0,1,0,157.1,FR-Lyon,371
24.35,35.25,10.9,1604,38.1,106,6399.68,0.0237,1,0,0,156.5,FR-Lyon,372
24.25,35.15,10.9,1405,51.7,108,7606.69,0.0368,0,1,0,159.3,FR-Lyon,373
24.25,35.15,10.9,1412,42.0,111,6210.3,0.0297,1,0,0,153.8,ES-Madrid,374
24.25,35.15,10.9,1431,43.0,113,6443.72,0.03,1,0,0,157.8,FR-Lyon,375
24.25,35.05,10.8,1533,37.4,115,6004.02,0.0244,1,0,0,141.2,FR-Toulouse,376
24.25,35.05,10.8,1401,51.9,117,7614.37,0.037,0,1,0,147.4,ES-Madrid,377
24.25,35.05,10.8,1424,53.9,120,8037.62,0.0378,0,1,0,140.9,FR-Lyon,378
24.15,35.05,10.9,1754,29.4,123,5400.15,0.0168,1,0,0,147.9,ES-Madrid,379
24.15,35.05,10.9,1754,26.8,125,4922.58,0.0153,1,0,0,131.0,FR-Toulouse,380
24.35,35.15,10.8,2564,12.8,127,3436.82,0.005,1,0,1,128.8,FR-Lyon,381
24.35,35.35,11.0,1546,40.4,129,6540.63,0.0261,1,0,0,128.0,ES-Madrid,382
24.35,35.35,11.0,1335,48.0,131,6710.44,0.0359,1,0,0,118.4,FR-Nantes,383
24.35,35.45,11.1,1842,27.0,133,5208.13,0.0147,0,1,0,124.4,ES-Barcelone,384
24.35,35.35,11.0,1712,26.8,136,4804.71,0.0156,1,0,0,120.2,ES-Madrid,385
24.45,35.45,11.0,1414,45.4,138,6722.55,0.0321,0,1,0,122.8,ES-Madrid,386
24.45,35.55,11.1,1319,50.9,141,7030.58,0.0386,1,0,0,120.7,FR-Toulouse,387
24.55,35.55,11.0,1249,60.4,143,7900.02,0.0483,1,0,0,126.4,FR-Lyon,388
24.45,35.55,11.1,1455,48.2,145,7344.1,0.0331,1,0,0,119.8,ES-Madrid,389
24.45,35.55,11.1,1408,54.8,147,8080.01,0.0389,0,1,0,110.1,ES-Madrid,390
24.45,35.55,11.1,1460,46.7,150,7140.0,0.032,1,0,0,105.5,ES-Barcelone,391
24.45,35.45,11.0,1491,38.1,152,5948.83,0.0255,1,0,0,110.5,FR-Toulouse,392
24.45,35.35,10.9,1490,43.4,154,6771.81,0.0291,0,1,0,99.4,FR-Toulouse,393
24.35,35.25,10.9,1350,52.2,157,7379.6,0.0386,0,1,0,112.2,ES-Madrid,394
24.35,35.25,10.9,1528,39.9,160,6384.47,0.0261,1,0,0,105.9,FR-Toulouse,395
24.25,35.15,10.9,1571,37.7,162,6202.21,0.024,1,0,0,95.7,ES-Barcelone,396
24.25,35.15,10.9,1490,42.6,164,6646.98,0.0286,1,0,0,87.4,ES-Barcelone,397
24.25,35.15,10.9,1774,28.9,166,5368.84,0.0163,0,1,0,100.8,FR-Toulouse,398
24.25,35.15,10.9,1502,43.6,169,6857.8,0.029,0,0,0,90.4,ES-Madrid,399
24.25,35.25,11.0,1392,49.7,174,7244.76,0.0357,1,0,0,92.2,ES-Madrid,400
24.25,35.35,11.1,2100,16.9,176,3716.5,0.008,1,0,0,76.0,FR-Lyon,401
24.35,35.35,11.0,1722,30.4,178,5481.95,0.0176,1,0,0,79.0,ES-Barcelone,402
24.25,35.45,11.2,1678,32.3,180,5675.75,0.0192,1,0,0,80.0,FR-Nantes,403
24.15,35.45,11.3,1273,59.8,182,7971.83,0.0469,1,0,0,78.2,ES-Madrid,404
24.15,35.45,11.3,1297,45.9,184,6234.21,0.0354,1,0,0,73.7,FR-Toulouse,405
24.15,35.35,11.2,1350,57.6,186,8143.01,0.0426,1,0,0,77.1,ES-Barcelone,406
24.25,35.45,11.2,1439,51.9,188,7820.9,0.036,1,0,0,66.7,FR-Toulouse,407
24.25,35.35,11.1,1600,42.1,190,7053.92,0.0263,0,1,0,69.3,FR-Lyon,408
24.25,35.45,11.2,1434,44.4,193,6667.46,0.0309,0,1,0,67.6,ES-Barcelone,409
24.25,35.45,11.2,1459,41.3,196,6310.07,0.0283,1,0,0,66.6,FR-Lyon,410
24.35,35.45,11.1,1472,44.9,198,6921.22,0.0305,0,1,0,65.6,FR-Toulouse,411
24.35,35.55,11.2,1429,44.3,201,6629.25,0.031,1,0,0,53.4,ES-Barcelone,412
24.35,35.45,11.1,1388,48.2,203,7005.92,0.0347,1,0,0,49.3,ES-Barcelone,413
24.25,35.25,11.0,1573,34.5,205,5682.98,0.0219,1,0,0,61.4,FR-Nantes,414
24.25,35.25,11.0,1588,32.5,207,5404.59,0.0205,1,0,0,54.7,FR-Nantes,415
24.35,35.25,10.9,1511,42.8,209,6772.31,0.0283,1,0,0,47.3,FR-Toulouse,416
24.25,35.35,11.1,1495,37.8,211,5917.82,0.0253,1,0,0,56.8,FR-Toulouse,417
24.25,35.25,11.0,1394,50.1,213,7313.56,0.0359,1,0,0,47.6,FR-Toulouse,418
24.25,35.25,11.0,2151,17.7,0,3986.96,0.0082,1,0,0,265.9,ES-Madrid,419
24.15,35.15,11.0,1501,38.2,2,6004.44,0.0254,0,1,0,258.3,ES-Madrid,420
24.15,35.15,11.0,1301,39.6,5,5395.12,0.0304,0,1,0,265.3,ES-Madrid,421
24.15,35.15,11.0,1657,31.1,8,5396.49,0.0188,0,1,0,260.8,ES-Madrid,422
24.15,35.15,11.0,1333,55.2,11,7705.45,0.0414,1,0,0,247.8,FR-Lyon,423
24.15,35.15,11.0,1484,43.9,13,6822.24,0.0296,1,0,0,251.9,FR-Nantes,424
24.15,35.25,11.1,1430,45.7,15,6843.54,0.0319,1,0,0,248.2,FR-Lyon,425
24.15,35.25,11.1,1665,28.9,17,5038.96,0.0173,0,1,0,249.8,FR-Nantes,426
24.25,35.35,11.1,1501,44.9,20,7057.58,0.0299,1,0,0,235.2,FR-Toulouse,427
24.35,35.35,11.0,1496,42.2,22,6611.08,0.0282,0,1,0,241.4,ES-Barcelone,428
24.45,35.45,11.0,1595,36.9,25,6163.33,0.0231,0,1,0,240.3,FR-Toulouse,429
24.35,35.45,11.1,1208,62.3,28,7881.04,0.0515,1,0,0,223.2,FR-Lyon,430
24.35,35.45,11.1,1596,37.1,30,6200.62,0.0232,1,0,0,224.1,FR-Lyon,431
24.35,35.35,11.0,1446,41.9,32,6344.7,0.029,1,0,0,217.8,ES-Madrid,432
24.45,35.35,10.9,1466,39.7,34,6094.71,0.0271,0,1,0,224.7,FR-Nantes,433
24.45,35.35,10.9,1848,23.7,37,4586.47,0.0128,0,1,0,226.6,FR-Lyon,434
24.35,35.35,11.0,1484,44.7,40,6946.56,0.0301,0,1,0,227.5,FR-Lyon,435
24.25,35.15,10.9,1493,41.2,43,6441.48,0.0276,1,0,0,217.4,ES-Madrid,436
24.15,35.15,11.0,1504,36.3,45,5717.2,0.0241,1,0,0,223.1,FR-Lyon,437
24.15,35.15,11.0,1538,38.5,47,6200.77,0.025,1,0,0,206.1,ES-Madrid,438
24.25,35.25,11.0,1341,52.2,49,7330.4,0.0389,1,0,0,202.5,ES-Madrid,439
24.25,35.15,10.9,1535,34.6,51,5561.77,0.0225,0,1,0,208.7,FR-Lyon,440
24.25,35.35,11.1,1389,39.2,54,5701.87,0.0282,1,0,0,207.9,FR-Lyon,441
24.35,35.35,11.0,1393,46.6,56,6797.76,0.0334,0,0,0,203.8,ES-Barcelone,442
24.25,35.35,11.1,1399,61.5,61,9009.93,0.0439,1,0,1,188.7,FR-Toulouse,443
24.25,35.35,11.1,1469,45.1,63,6937.88,0.0307,0,0,0,196.6,FR-Toulouse,444
24.25,35.25,11.0,1582,37.2,68,6162.8,0.0235,1,0,0,185.5,ES-Madrid,445
24.35,35.45,11.1,1793,26.7,70,5013.26,0.0149,1,0,0,193.3,ES-Barcelone,446
24.35,35.45,11.1,1452,39.0,72,5930.07,0.0268,1,0,0,189.8,ES-Barcelone,447
24.45,35.55,11.1,1376,59.9,74,8631.25,0.0435,0,1,0,181.3,ES-Madrid,448
24.35,35.45,11.1,1552,44.9,77,7297.38,0.0289,1,0,0,180.4,FR-Toulouse,449
24.45,35.55,11.1,1622,37.9,79,6437.52,0.0234,1,0,0,175.7,FR-Lyon,450
24.45,35.55,11.1,1419,41.7,81,6196.51,0.0294,0,1,0,178.7,ES-Madrid,451
24.35,35.45,11.1,1440,46.1,84,6951.72,0.032,0,0,0,180.8,FR-Nantes,452
24.25,35.45,11.2,1643,31.0,89,5333.69,0.0189,0,1,0,166.1,FR-Toulouse,453
24.25,35.55,11.3,1510,36.2,92,5724.19,0.024,1,0,0,170.5,ES-Barcelone,454
24.25,35.55,11.3,1468,46.6,94,7163.75,0.0317,1,0,0,163.3,FR-Lyon,455
24.25,35.55,11.3,1429,57.4,96,8589.6,0.0401,1,0,0,160.0,FR-Nantes,456
24.15,35.55,11.4,1478,47.6,98,7367.33,0.0322,0,0,0,161.5,FR-Lyon,457
24.25,35.45,11.2,1276,53.6,103,7162.16,0.042,1,0,0,151.8,FR-Nantes,458
24.15,35.45,11.3,1486,42.6,105,6629.14,0.0286,1,0,0,152.2,FR-Lyon,459
24.25,35.45,11.2,1476,42.3,107,6538.16,0.0286,1,0,0,147.0,FR-Lyon,460
24.15,35.45,11.3,1431,42.0,109,6293.87,0.0293,0,0,0,160.8,FR-Lyon,461
24.25,35.55,11.3,1402,40.2,114,5902.05,0.0287,1,0,0,146.2,FR-Nantes,462
24.25,35.55,11.3,1433,43.4,116,6512.75,0.0303,1,0,0,140.5,ES-Madrid,463
24.25,35.55,11.3,2874,4.2,118,1264.05,0.0015,1,0,1,143.1,FR-Nantes,464
24.15,35.45,11.3,1511,35.7,120,5648.87,0.0236,1,0,0,139.4,ES-Barcelone,465
24.15,35.45,11.3,1456,42.9,122,6541.05,0.0294,0,1,0,136.9,FR-Toulouse,466
24.05,35.35,11.3,1550,41.5,125,6736.1,0.0268,1,0,0,138.1,FR-Toulouse,467
24.05,35.35,11.3,2182,16.5,127,3770.23,0.0076,1,0,0,136.8,ES-Barcelone,468
24.15,35.55,11.4,1619,31.6,129,5357.5,0.0195,1,0,0,128.3,FR-Lyon,469
24.15,35.65,11.5,1586,32.7,131,5431.0,0.0206,0,1,0,126.1,ES-Barcelone,470
24.15,35.65,11.5,1499,44.2,134,6938.29,0.0295,0,0,0,124.6,FR-Lyon,471
24.15,35.65,11.5,1419,42.4,139,6300.53,0.0299,0,0,0,109.5,ES-Barcelone,472
24.25,35.85,11.6,1497,41.8,144,6552.8,0.0279,0,1,0,108.4,FR-Lyon,473
24.25,35.85,11.6,1520,37.0,147,5889.44,0.0243,0,1,0,119.8,ES-Barcelone,474
24.25,35.95,11.7,1478,49.8,150,7707.83,0.0337,1,0,0,118.2,FR-Nantes,475
24.25,35.95,11.7,1380,41.1,152,5939.5,0.0298,1,0,0,106.8,ES-Barcelone,476
24.25,35.85,11.6,1570,37.9,154,6231.14,0.0241,1,0,0,108.9,FR-Lyon,477
24.25,35.85,11.6,1468,41.4,156,6364.36,0.0282,0,0,0,105.6,FR-Nantes,478
24.25,35.85,11.6,1833,22.6,161,4338.1,0.0123,1,0,0,114.4,ES-Barcelone,479
24.25,35.75,11.5,1323,57.3,163,7938.58,0.0433,0,1,0,102.6,FR-Nantes,480
24.25,35.85,11.6,1583,32.0,166,5304.68,0.0202,1,0,0,93.4,FR-Nantes,481
24.15,35.85,11.7,1556,39.5,168,6436.29,0.0254,0,1,0,87.2,ES-Madrid,482
24.15,35.85,11.7,1548,37.4,171,6062.77,0.0241,1,0,0,81.0,FR-Nantes,483
24.25,35.85,11.6,1324,56.9,173,7889.13,0.0429,1,0,0,88.0,FR-Nantes,484
24.25,35.85,11.6,1568,33.7,175,5533.56,0.0215,1,0,0,81.2,FR-Nantes,485
24.25,35.85,11.6,1685,30.7,177,5417.1,0.0182,0,1,0,75.9,ES-Barcelone,486
24.25,35.95,11.7,1582,35.9,180,5947.43,0.0227,0,1,0,76.8,FR-Lyon,487
24.25,35.95,11.7,1463,35.0,183,5362.18,0.0239,0,1,0,71.6,FR-Toulouse,488
24.25,36.05,11.8,1584,42.8,186,7099.5,0.027,1,0,0,82.4,ES-Barcelone,489
24.35,36.05,11.7,1347,55.8,188,7871.01,0.0414,0,1,0,76.4,ES-Barcelone,490
24.25,36.05,11.8,1459,37.9,191,5790.59,0.026,1,0,0,69.0,FR-Nantes,491
24.25,36.05,11.8,1420,45.6,193,6780.81,0.0321,1,0,0,74.4,FR-Nantes,492
24.35,36.15,11.8,1404,43.5,195,6395.65,0.031,1,0,0,65.4,FR-Toulouse,493
24.35,36.15,11.8,1470,38.8,197,5972.8,0.0264,1,0,0,58.7,FR-Lyon,494
24.45,36.25,11.8,1326,49.8,199,6915.15,0.0375,1,0,0,68.6,FR-Nantes,495
24.35,36.15,11.8,1459,49.7,201,7593.47,0.034,0,0,0,61.7,FR-Toulouse,496
24.35,36.05,11.7,1530,40.0,206,6408.85,0.0261,0,1,0,48.8,FR-Nantes,497
24.25,35.85,11.6,1505,39.2,209,6178.05,0.026,1,0,0,50.0,FR-Lyon,498
24.35,35.95,11.6,1611,30.2,211,5094.85,0.0187,1,0,0,44.6,ES-Barcelone,499
24.35,35.95,11.6,1515,35.1,213,5568.63,0.0232,1,0,0,40.1,ES-Barcelone,500
24.35,36.05,11.7,1804,27.4,215,5176.26,0.0152,0,1,0,49.6,ES-Madrid,501
24.45,36.15,11.7,1464,46.2,218,7082.91,0.0315,0,1,0,51.5,FR-Nantes,502
24.45,36.05,11.6,1390,43.3,221,6302.77,0.0311,1,0,0,32.0,FR-Toulouse,503
24.45,36.05,11.6,1442,48.1,0,7263.38,0.0333,0,1,0,262.8,ES-Madrid,504
24.45,36.15,11.7,1529,41.9,3,6708.88,0.0274,0,1,0,253.7,ES-Madrid,505
24.45,36.15,11.7,1610,35.0,6,5900.96,0.0217,1,0,0,251.6,FR-Lyon,506
24.45,36.15,11.7,1543,34.3,8,5542.28,0.0222,1,0,0,249.0,ES-Barcelone,507
24.65,36.25,11.6,1445,48.2,10,7293.63,0.0333,0,0,0,245.7,ES-Madrid,508
24.55,36.15,11.6,1893,24.6,15,4876.57,0.013,1,0,0,245.2,ES-Barcelone,509
24.45,36.15,11.7,1415,41.3,17,6119.77,0.0292,0,1,0,238.8,ES-Madrid,510
24.35,36.15,11.8,1564,37.5,20,6141.81,0.024,1,0,0,241.4,FR-Nantes,511
24.35,36.15,11.8,1479,39.4,22,6102.29,0.0266,1,0,0,237.7,FR-Toulouse,512
24.35,36.05,11.7,1426,44.8,24,6690.0,0.0314,1,0,0,234.8,ES-Barcelone,513
24.25,36.05,11.8,1428,38.8,26,5802.14,0.0272,1,0,0,229.5,ES-Barcelone,514
24.25,36.05,11.8,1620,33.2,28,5632.25,0.0205,1,0,0,229.1,FR-Lyon,515
24.35,36.05,11.7,1715,28.0,30,5028.64,0.0163,1,0,0,233.8,FR-Lyon,516
24.35,36.15,11.8,1732,29.9,32,5423.1,0.0173,1,0,0,230.5,FR-Toulouse,517
24.35,36.25,11.9,1391,58.2,34,8477.71,0.0418,0,1,0,221.1,ES-Madrid,518
24.45,36.35,11.9,1924,20.6,37,4150.5,0.0107,1,0,0,223.5,ES-Barcelone,519
24.55,36.35,11.8,2027,19.8,39,4202.89,0.0098,0,1,0,224.8,FR-Lyon,520
24.45,36.35,11.9,1617,36.2,42,6129.81,0.0224,1,0,0,209.7,FR-Nantes,521
24.35,36.25,11.9,1497,35.8,44,5612.2,0.0239,1,0,0,218.7,FR-Toulouse,522
24.35,36.35,12.0,1448,43.7,46,6626.41,0.0302,0,1,0,210.7,ES-Barcelone,523
24.25,36.25,12.0,1401,45.9,49,6734.1,0.0327,1,0,0,213.9,ES-Madrid,524
24.25,36.25,12.0,1620,35.4,51,6005.47,0.0218,1,0,0,205.2,ES-Madrid,525
24.25,36.25,12.0,1466,45.5,53,6985.12,0.031,1,0,0,198.0,FR-Nantes,526
24.45,36.35,11.9,1373,50.6,55,7275.28,0.0368,1,0,0,196.9,FR-Toulouse,527
24.45,36.45,12.0,1592,35.8,57,5968.36,0.0225,0,1,0,203.2,FR-Toulouse,528
24.35,36.35,12.0,1553,42.4,60,6895.5,0.0273,0,1,0,201.3,FR-Lyon,529
24.45,36.35,11.9,1569,36.2,63,5947.85,0.0231,1,0,0,192.5,ES-Barcelone,530
24.45,36.35,11.9,1709,32.2,65,5762.71,0.0188,0,1,0,198.2,ES-Madrid,531
24.45,36.35,11.9,1549,34.9,68,5661.16,0.0225,1,0,0,183.7,ES-Barcelone,532
24.35,36.25,11.9,1443,45.4,70,6860.42,0.0314,1,0,0,189.7,ES-Barcelone,533
24.35,36.15,11.8,1675,29.8,72,5227.09,0.0178,1,0,0,181.9,FR-Nantes,534
24.35,36.15,11.8,1623,33.4,74,5676.67,0.0206,1,0,0,182.7,ES-Madrid,535
24.25,36.15,11.9,1365,52.4,76,7490.19,0.0384,0,0,0,184.2,ES-Barcelone,536
24.25,36.15,11.9,1759,24.8,81,4568.21,0.0141,1,0,0,174.7,ES-Madrid,537
24.25,36.15,11.9,1516,43.0,83,6826.47,0.0283,0,0,0,175.1,FR-Lyon,538
24.25,36.15,11.9,1499,36.8,88,5776.68,0.0245,0,1,0,177.0,FR-Nantes,539
24.25,36.15,11.9,1775,25.8,91,4795.64,0.0145,0,1,0,166.1,FR-Lyon,540
