piece_id,produit_id,type_piece,temp_air_K,temp_process_K,vitesse_rotation_rpm,couple_Nm,usure_outil_min,panne_machine,defaut_usure_outil,defaut_chaleur,defaut_puissance,defaut_surcharge,defaut_aleatoire,usine,temp_air_C,temp_process_C,delta_temp_C,puissance_W,ratio_couple_vitesse,nb_defauts
198,M15057,M,298.4,308.6,1527,40.9,96,0,0,0,0,0,0,ES-Barcelone,25.25,35.45,10.2,6540.2,0.0268,0
199,L47378,L,298.4,308.7,1588,35.0,99,0,0,0,0,0,0,ES-Barcelone,25.25,35.55,10.3,5820.32,0.022,0
200,L47379,L,298.4,308.6,1433,47.1,101,0,0,0,0,0,0,ES-Madrid,25.25,35.45,10.2,7067.99,0.0328,0
201,L47380,L,298.4,308.6,1609,35.0,103,0,0,0,0,0,0,FR-Nantes,25.25,35.45,10.2,5897.29,0.0217,0
202,L47381,L,298.3,308.5,1575,41.2,105,0,0,0,0,0,0,FR-Lyon,25.15,35.35,10.2,6795.26,0.0261,0
203,M15062,M,298.4,308.5,1636,35.7,107,0,0,0,0,0,0,FR-Lyon,25.25,35.35,10.1,6116.18,0.0218,0
204,L47383,L,298.4,308.5,1490,37.9,110,0,0,0,0,0,0,ES-Barcelone,25.25,35.35,10.1,5913.63,0.0254,0
205,L47384,L,298.4,308.5,1741,32.8,112,0,0,0,0,0,0,FR-Nantes,25.25,35.35,10.1,5980.0,0.0188,0
206,M15065,M,298.5,308.6,1344,53.0,114,0,0,0,0,0,0,FR-Lyon,25.35,35.45,10.1,7459.4,0.0394,0
207,L47386,L,298.5,308.7,1609,35.3,117,0,0,0,0,0,0,FR-Lyon,25.35,35.55,10.2,5947.84,0.0219,0
208,M15067,M,298.4,308.7,1421,60.7,119,1,0,0,1,0,0,ES-Madrid,25.25,35.55,10.3,9032.57,0.0427,1
209,L47388,L,298.4,308.6,1591,36.7,122,0,0,0,0,0,0,FR-Lyon,25.25,35.45,10.2,6114.56,0.0231,0
210,L47389,L,298.4,308.6,1477,44.0,124,0,0,0,0,0,0,FR-Lyon,25.25,35.45,10.2,6805.53,0.0298,0
211,L47390,L,298.4,308.7,1523,36.1,126,0,0,0,0,0,0,FR-Nantes,25.25,35.55,10.3,5757.52,0.0237,0
212,L47391,L,298.5,308.7,1575,33.9,128,0,0,0,0,0,0,ES-Madrid,25.35,35.55,10.2,5591.25,0.0215,0
213,H29626,H,298.4,308.7,1344,52.9,130,0,0,0,0,0,0,ES-Madrid,25.25,35.55,10.3,7445.32,0.0393,0
214,L47393,L,298.4,308.7,1386,44.9,135,0,0,0,0,0,0,FR-Lyon,25.25,35.55,10.3,6516.86,0.0324,0
215,M15074,M,298.3,308.6,1589,37.1,137,0,0,0,0,0,0,ES-Madrid,25.15,35.45,10.3,6173.43,0.0233,0
216,L47395,L,298.3,308.6,1548,40.3,140,0,0,0,0,0,0,FR-Lyon,25.15,35.45,10.3,6532.88,0.026,0
217,L47396,L,298.3,308.6,1499,38.3,142,0,0,0,0,0,0,FR-Toulouse,25.15,35.45,10.3,6012.14,0.0255,0
218,L47397,L,298.3,308.5,1664,31.6,144,0,0,0,0,0,0,ES-Madrid,25.15,35.35,10.2,5506.42,0.019,0
219,L47398,L,298.3,308.6,1447,38.1,146,0,0,0,0,0,0,FR-Nantes,25.15,35.45,10.3,5773.27,0.0263,0
220,M15079,M,298.3,308.5,1434,46.2,148,0,0,0,0,0,0,ES-Madrid,25.15,35.35,10.2,6937.77,0.0322,0
221,L47400,L,298.3,308.5,1416,52.7,151,0,0,0,0,0,0,ES-Madrid,25.15,35.35,10.2,7814.52,0.0372,0
222,H29635,H,298.4,308.5,1827,24.3,153,0,0,0,0,0,0,FR-Nantes,25.25,35.35,10.1,4649.15,0.0133,0
223,L47402,L,298.4,308.6,1304,45.0,158,0,0,0,0,0,0,FR-Lyon,25.25,35.45,10.2,6144.96,0.0345,0
224,L47403,L,298.4,308.6,1569,34.4,160,0,0,0,0,0,0,FR-Toulouse,25.25,35.45,10.2,5652.1,0.0219,0
225,L47404,L,298.3,308.6,1584,29.3,162,0,0,0,0,0,0,FR-Toulouse,25.15,35.45,10.3,4860.17,0.0185,0
226,L47405,L,298.3,308.5,1362,53.8,164,0,0,0,0,0,0,FR-Lyon,25.15,35.35,10.2,7673.4,0.0395,0
227,L47406,L,298.3,308.4,1329,49.2,166,0,0,0,0,0,0,ES-Barcelone,25.15,35.25,10.1,6847.29,0.037,0
228,L47407,L,298.3,308.5,1539,36.1,168,0,0,0,0,0,0,FR-Toulouse,25.15,35.35,10.2,5818.01,0.0234,0
229,M15088,M,298.3,308.5,1629,37.1,170,0,0,0,0,0,0,ES-Barcelone,25.15,35.35,10.2,6328.83,0.0228,0
230,L47409,L,298.3,308.5,1538,32.2,173,0,0,0,0,0,0,FR-Nantes,25.15,35.35,10.2,5186.1,0.0209,0
231,L47410,L,298.3,308.6,1570,34.8,175,0,0,0,0,0,0,ES-Madrid,25.15,35.45,10.3,5721.47,0.0222,0
232,L47411,L,298.3,308.4,1408,43.1,177,0,0,0,0,0,0,FR-Nantes,25.15,35.25,10.1,6354.9,0.0306,0
233,L47412,L,298.2,308.4,1424,47.6,179,0,0,0,0,0,0,FR-Nantes,25.05,35.25,10.2,7098.16,0.0334,0
234,L47413,L,298.2,308.4,1512,34.9,181,0,0,0,0,0,0,FR-Nantes,25.05,35.25,10.2,5525.94,0.0231,0
235,L47414,L,298.2,308.4,1478,42.9,183,0,0,0,0,0,0,FR-Lyon,25.05,35.25,10.2,6639.88,0.029,0
236,M15095,M,298.1,308.3,1680,33.7,185,0,0,0,0,0,0,ES-Madrid,24.95,35.15,10.2,5928.81,0.02,0
237,L47416,L,298.1,308.3,1495,38.7,188,0,0,0,0,0,0,FR-Toulouse,24.95,35.15,10.2,6058.72,0.0259,0
238,M15097,M,298.0,308.1,1552,36.6,190,0,0,0,0,0,0,FR-Lyon,24.85,34.95,10.1,5948.42,0.0236,0
239,L47418,L,297.9,308.1,1393,50.3,193,0,0,0,0,0,0,FR-Nantes,24.75,34.95,10.2,7337.49,0.0361,0
240,L47419,L,298.0,308.2,1611,30.6,195,0,0,0,0,0,0,FR-Lyon,24.85,35.05,10.2,5162.33,0.019,0
241,M15100,M,298.0,308.1,1339,51.6,197,0,0,0,0,0,0,ES-Barcelone,24.85,34.95,10.1,7235.34,0.0385,0
242,L47421,L,298.0,308.1,1777,24.3,200,0,0,0,0,0,0,ES-Barcelone,24.85,34.95,10.1,4521.91,0.0137,0
243,L47422,L,298.0,308.2,1348,58.8,202,1,0,0,0,1,0,ES-Barcelone,24.85,35.05,10.2,8300.34,0.0436,1
244,L47423,L,298.0,308.2,1442,44.1,204,0,0,0,0,0,0,FR-Toulouse,24.85,35.05,10.2,6659.36,0.0306,0
245,M15104,M,298.0,308.2,1395,49.1,206,0,0,0,0,0,0,FR-Lyon,24.85,35.05,10.2,7172.73,0.0352,0
246,M15105,M,297.9,308.1,1627,31.4,209,0,0,0,0,0,0,ES-Barcelone,24.75,34.95,10.2,5349.9,0.0193,0
247,L47426,L,297.9,308.1,1585,33.5,212,0,0,0,0,0,0,FR-Toulouse,24.75,34.95,10.2,5560.36,0.0211,0
248,L47427,L,298.0,308.2,1469,45.5,214,0,0,0,0,0,0,ES-Barcelone,24.85,35.05,10.2,6999.42,0.031,0
249,L47428,L,298.0,308.3,1362,56.8,216,1,0,0,0,1,0,ES-Barcelone,24.85,35.15,10.3,8101.29,0.0417,1
250,L47429,L,298.0,308.3,1405,56.2,218,1,0,0,0,1,0,ES-Barcelone,24.85,35.15,10.3,8268.78,0.04,1
251,L47430,L,298.0,308.3,1662,32.7,0,0,0,0,0,0,0,FR-Toulouse,24.85,35.15,10.3,5691.25,0.0197,0
252,M15111,M,298.0,308.2,1466,42.6,2,0,0,0,0,0,0,FR-Toulouse,24.85,35.05,10.2,6539.92,0.029,0
253,L47432,L,298.0,308.2,1620,35.8,5,0,0,0,0,0,0,ES-Barcelone,24.85,35.05,10.2,6073.33,0.0221,0
254,L47433,L,298.0,308.2,1357,48.2,7,0,0,0,0,0,0,FR-Toulouse,24.85,35.05,10.2,6849.45,0.0355,0
255,L47434,L,298.0,308.2,1514,37.9,9,0,0,0,0,0,0,FR-Lyon,24.85,35.05,10.2,6008.88,0.025,0
256,L47435,L,298.0,308.2,1489,40.4,11,0,0,0,0,0,0,FR-Nantes,24.85,35.05,10.2,6299.48,0.0271,0
257,L47436,L,298.1,308.3,1331,63.0,13,0,0,0,0,0,0,ES-Barcelone,24.95,35.15,10.2,8781.07,0.0473,0
258,L47437,L,298.0,308.0,1615,29.5,15,0,0,0,0,0,0,ES-Madrid,24.85,34.85,10.0,4989.11,0.0183,0
259,L47438,L,298.1,308.2,1482,37.9,17,0,0,0,0,0,0,FR-Nantes,24.95,35.05,10.1,5881.88,0.0256,0
260,M15119,M,298.1,308.2,1420,63.9,19,1,0,0,1,0,0,FR-Lyon,24.95,35.05,10.1,9502.06,0.045,1
261,M15120,M,298.2,308.3,1522,49.1,22,0,0,0,0,0,0,FR-Nantes,25.05,35.15,10.1,7825.73,0.0322,0
262,L47441,L,298.1,308.2,1654,32.1,25,0,0,0,0,0,0,ES-Barcelone,24.95,35.05,10.1,5559.93,0.0194,0
263,M15122,M,298.1,308.2,1736,26.8,27,0,0,0,0,0,0,FR-Lyon,24.95,35.05,10.1,4872.07,0.0154,0
264,M15123,M,298.0,308.1,1587,32.3,30,0,0,0,0,0,0,FR-Nantes,24.85,34.95,10.1,5367.95,0.0203,0
265,L47444,L,298.1,308.2,1390,47.5,33,0,0,0,0,0,0,ES-Barcelone,24.95,35.05,10.1,6914.12,0.0341,0
266,L47445,L,298.0,308.1,1454,37.1,35,0,0,0,0,0,0,ES-Madrid,24.85,34.95,10.1,5648.94,0.0255,0
267,H29680,H,298.0,308.1,1440,43.7,37,0,0,0,0,0,0,ES-Madrid,24.85,34.95,10.1,6589.8,0.0303,0
268,L47447,L,297.9,308.0,1954,21.1,42,0,0,0,0,0,0,ES-Madrid,24.75,34.85,10.1,4317.53,0.0108,0
269,H29682,H,297.9,308.0,1800,24.8,44,0,0,0,0,0,0,FR-Toulouse,24.75,34.85,10.1,4674.69,0.0138,0
270,L47449,L,298.0,308.0,1524,37.0,49,0,0,0,0,0,0,FR-Toulouse,24.85,34.85,10.0,5904.94,0.0243,0
271,H29684,H,298.0,308.0,1520,39.6,51,0,0,0,0,0,0,ES-Madrid,24.85,34.85,10.0,6303.29,0.026,0
272,M15131,M,298.1,308.1,1452,40.8,56,0,0,0,0,0,0,ES-Madrid,24.95,34.95,10.0,6203.77,0.0281,0
273,L47452,L,298.1,308.1,1484,40.4,59,0,0,0,0,0,0,ES-Barcelone,24.95,34.95,10.0,6278.33,0.0272,0
274,L47453,L,298.1,308.0,1426,46.0,61,0,0,0,0,0,0,ES-Barcelone,24.95,34.85,9.9,6869.2,0.0322,0
275,L47454,L,298.1,308.0,1652,28.5,63,0,0,0,0,0,0,FR-Nantes,24.95,34.85,9.9,4930.42,0.0172,0
276,L47455,L,298.0,308.0,1401,54.7,65,0,0,0,0,0,0,FR-Nantes,24.85,34.85,10.0,8025.17,0.039,0
277,M15136,M,298.0,307.9,1750,26.6,67,0,0,0,0,0,0,ES-Madrid,24.85,34.75,9.9,4874.7,0.0152,0
278,H29691,H,298.0,308.0,1479,50.7,70,0,0,0,0,0,0,FR-Nantes,24.85,34.85,10.0,7852.44,0.0343,0
279,M15138,M,298.0,308.0,1620,29.4,75,0,0,0,0,0,0,ES-Madrid,24.85,34.85,10.0,4987.59,0.0181,0
280,L47459,L,298.0,308.1,1819,23.4,78,0,0,0,0,0,0,ES-Madrid,24.85,34.95,10.1,4457.35,0.0129,0
281,M15140,M,298.1,308.1,1456,43.7,80,0,0,0,0,0,0,ES-Barcelone,24.95,34.95,10.0,6663.02,0.03,0
282,L47461,L,298.1,308.0,1626,36.5,83,0,0,0,0,0,0,FR-Toulouse,24.95,34.85,9.9,6215.01,0.0224,0
283,M15142,M,298.1,308.1,1390,49.8,85,0,0,0,0,0,0,FR-Toulouse,24.95,34.95,10.0,7248.91,0.0358,0
284,L47463,L,298.2,308.2,1469,43.0,88,0,0,0,0,0,0,FR-Lyon,25.05,35.05,10.0,6614.83,0.0293,0
285,L47464,L,298.2,308.3,2051,19.2,90,0,0,0,0,0,0,FR-Nantes,25.05,35.15,10.1,4123.78,0.0094,0
286,L47465,L,298.2,308.3,1568,36.0,92,0,0,0,0,0,0,FR-Lyon,25.05,35.15,10.1,5911.22,0.0229,0
287,L47466,L,298.2,308.3,1589,33.2,94,0,0,0,0,0,0,FR-Nantes,25.05,35.15,10.1,5524.47,0.0209,0
288,L47467,L,298.2,308.3,1805,31.6,96,0,0,0,0,0,0,FR-Nantes,25.05,35.15,10.1,5973.01,0.0175,0
289,H29702,H,298.2,308.4,1385,42.2,98,0,0,0,0,0,0,FR-Toulouse,25.05,35.25,10.2,6120.56,0.0304,0
290,L47469,L,298.1,308.4,1436,46.7,103,0,0,0,0,0,0,FR-Nantes,24.95,35.25,10.3,7022.63,0.0325,0
291,L47470,L,298.1,308.4,1438,45.6,105,0,0,0,0,0,0,FR-Lyon,24.95,35.25,10.3,6866.77,0.0317,0
292,L47471,L,298.0,308.3,1473,42.6,107,0,0,0,0,0,0,FR-Lyon,24.85,35.15,10.3,6571.14,0.0289,0
293,L47472,L,298.1,308.4,1335,40.2,109,0,0,0,0,0,0,ES-Madrid,24.95,35.25,10.3,5620.0,0.0301,0
294,H29707,H,298.1,308.5,1392,44.8,111,0,0,0,0,0,0,FR-Toulouse,24.95,35.35,10.4,6530.49,0.0322,0
295,M15154,M,298.1,308.5,1372,51.1,116,0,0,0,0,0,0,FR-Lyon,24.95,35.35,10.4,7341.82,0.0372,0
296,M15155,M,298.1,308.6,1716,30.7,119,0,0,0,0,0,0,FR-Nantes,24.95,35.45,10.5,5516.76,0.0179,0
297,L47476,L,298.0,308.5,1395,46.2,122,0,0,0,0,0,0,ES-Madrid,24.85,35.35,10.5,6749.08,0.0331,0
298,L47477,L,298.0,308.5,1713,25.3,124,0,0,0,0,0,0,FR-Lyon,24.85,35.35,10.5,4538.44,0.0148,0
299,H29712,H,297.9,308.5,2129,18.7,126,0,0,0,0,0,0,FR-Nantes,24.75,35.35,10.6,4169.13,0.0088,0
300,M15159,M,297.8,308.3,1567,35.6,131,0,0,0,0,0,0,FR-Lyon,24.65,35.15,10.5,5841.81,0.0227,0
301,L47480,L,297.8,308.4,1622,38.3,134,0,0,0,0,0,0,FR-Lyon,24.65,35.25,10.6,6505.46,0.0236,0
302,L47481,L,297.7,308.4,1740,27.1,136,0,0,0,0,0,0,FR-Nantes,24.55,35.25,10.7,4937.96,0.0156,0
303,H29716,H,297.8,308.4,1512,35.1,138,0,0,0,0,0,0,FR-Nantes,24.65,35.25,10.6,5557.6,0.0232,0
304,M15163,M,297.8,308.4,1479,43.5,143,0,0,0,0,0,0,FR-Nantes,24.65,35.25,10.6,6737.3,0.0294,0
305,L47484,L,297.8,308.4,1737,27.5,146,0,0,0,0,0,0,ES-Madrid,24.65,35.25,10.6,5002.2,0.0158,0
306,L47485,L,297.8,308.4,2129,19.2,148,0,0,0,0,0,0,ES-Barcelone,24.65,35.25,10.6,4280.61,0.009,0
307,L47486,L,297.8,308.4,1374,47.1,150,0,0,0,0,0,0,FR-Nantes,24.65,35.25,10.6,6776.98,0.0343,0
308,M15167,M,297.8,308.4,1579,36.6,152,0,0,0,0,0,0,FR-Toulouse,24.65,35.25,10.6,6051.9,0.0232,0
309,L47488,L,297.9,308.5,1305,47.2,155,0,0,0,0,0,0,ES-Madrid,24.75,35.35,10.6,6450.32,0.0361,0
310,M15169,M,297.9,308.5,1449,40.8,157,0,0,0,0,0,0,FR-Toulouse,24.75,35.35,10.6,6190.95,0.0281,0
311,H29724,H,298.0,308.6,1526,41.8,160,0,0,0,0,0,0,FR-Toulouse,24.85,35.45,10.6,6679.74,0.0274,0
312,M15171,M,298.0,308.6,1453,44.1,165,0,0,0,0,0,0,FR-Lyon,24.85,35.45,10.6,6710.16,0.0303,0
313,L47492,L,297.9,308.6,1468,36.0,168,0,0,0,0,0,0,FR-Lyon,24.75,35.45,10.7,5534.23,0.0245,0
314,L47493,L,298.0,308.6,1313,50.8,170,0,0,0,0,0,0,ES-Barcelone,24.85,35.45,10.6,6984.85,0.0387,0
315,M15174,M,297.9,308.5,1300,53.0,172,0,0,0,0,0,0,ES-Madrid,24.75,35.35,10.6,7215.19,0.0407,0
316,L47495,L,297.9,308.4,1646,40.6,175,0,0,0,0,0,0,ES-Madrid,24.75,35.25,10.5,6998.17,0.0247,0
317,L47496,L,297.8,308.4,1714,33.2,177,0,0,0,0,0,0,FR-Toulouse,24.65,35.25,10.6,5959.06,0.0194,0
318,L47497,L,297.8,308.4,1685,28.4,179,0,0,0,0,0,0,FR-Lyon,24.65,35.25,10.6,5011.26,0.0168,0
319,L47498,L,297.8,308.4,1512,39.9,181,0,0,0,0,0,0,FR-Lyon,24.65,35.25,10.6,6317.62,0.0264,0
320,L47499,L,297.8,308.4,1612,32.1,183,0,0,0,0,0,0,FR-Toulouse,24.65,35.25,10.6,5418.74,0.0199,0
321,H29734,H,297.8,308.4,1550,38.2,185,0,0,0,0,0,0,FR-Nantes,24.65,35.25,10.6,6200.46,0.0246,0
322,L47501,L,297.8,308.4,1518,32.5,190,0,0,0,0,0,0,ES-Madrid,24.65,35.25,10.6,5166.35,0.0214,0
323,L47502,L,297.8,308.5,1448,40.0,192,0,0,0,0,0,0,ES-Madrid,24.65,35.35,10.7,6065.37,0.0276,0
324,L47503,L,297.8,308.5,1561,46.3,194,0,0,0,0,0,0,FR-Toulouse,24.65,35.35,10.7,7568.55,0.0296,0
325,M15184,M,297.8,308.5,1488,41.9,196,0,0,0,0,0,0,ES-Barcelone,24.65,35.35,10.7,6528.98,0.0281,0
326,L47505,L,297.8,308.5,1699,27.8,199,0,0,0,0,0,0,ES-Madrid,24.65,35.35,10.7,4946.14,0.0164,0
327,L47506,L,297.7,308.5,1501,41.4,201,0,0,0,0,0,0,FR-Nantes,24.55,35.35,10.8,6507.43,0.0276,0
328,L47507,L,297.7,308.5,1373,56.7,203,1,0,0,0,1,0,FR-Nantes,24.55,35.35,10.8,8152.34,0.0413,1
329,H29742,H,297.6,308.4,1703,31.4,205,0,0,0,0,0,0,FR-Toulouse,24.45,35.25,10.8,5599.81,0.0184,0
330,H29743,H,297.7,308.5,1720,29.9,210,0,0,0,0,0,0,FR-Lyon,24.55,35.35,10.8,5385.53,0.0174,0
331,M15190,M,297.6,308.4,1398,41.9,215,0,0,0,0,0,0,FR-Toulouse,24.45,35.25,10.8,6134.09,0.0299,0
332,M15191,M,297.6,308.4,1391,51.9,218,0,0,0,0,0,0,ES-Madrid,24.45,35.25,10.8,7560.02,0.0373,0
333,M15192,M,297.6,308.3,1538,40.2,0,0,0,0,0,0,0,FR-Lyon,24.45,35.15,10.7,6474.57,0.0261,0
334,L47513,L,297.5,308.2,1647,31.3,3,0,0,0,0,0,0,FR-Lyon,24.35,35.05,10.7,5398.42,0.019,0
335,M15194,M,297.5,308.1,1469,44.8,5,0,0,0,0,0,0,FR-Lyon,24.35,34.95,10.6,6891.73,0.0305,0
336,L47515,L,297.4,308.1,1749,25.9,8,0,0,0,0,0,0,FR-Lyon,24.25,34.95,10.7,4743.71,0.0148,0
337,M15196,M,297.6,308.2,1995,20.5,10,0,0,0,0,0,0,ES-Barcelone,24.45,35.05,10.6,4282.78,0.0103,0
338,L47517,L,297.6,308.3,1742,27.7,13,0,0,0,0,0,0,ES-Madrid,24.45,35.15,10.7,5053.08,0.0159,0
339,L47518,L,297.5,308.2,1563,38.2,15,0,0,0,0,0,0,FR-Nantes,24.35,35.05,10.7,6252.46,0.0244,0
340,M15199,M,297.5,308.2,1713,32.2,17,0,0,0,0,0,0,FR-Lyon,24.35,35.05,10.7,5776.2,0.0188,0
341,L47520,L,297.4,308.1,1474,39.4,20,0,0,0,0,0,0,FR-Nantes,24.25,34.95,10.7,6081.66,0.0267,0
342,M15201,M,297.4,308.2,1530,32.6,22,0,0,0,0,0,0,FR-Nantes,24.25,35.05,10.8,5223.21,0.0213,0
343,L47522,L,297.4,308.2,1471,46.5,25,0,0,0,0,0,0,FR-Lyon,24.25,35.05,10.8,7162.99,0.0316,0
344,L47523,L,297.5,308.3,1388,48.6,27,0,0,0,0,0,0,FR-Toulouse,24.35,35.15,10.8,7064.06,0.035,0
345,M15204,M,297.5,308.2,2448,13.8,29,0,0,0,0,0,0,FR-Toulouse,24.35,35.05,10.7,3537.68,0.0056,0
346,L47525,L,297.5,308.3,1585,32.9,32,0,0,0,0,0,0,FR-Nantes,24.35,35.15,10.8,5460.77,0.0207,0
347,M15206,M,297.5,308.3,1459,45.2,34,0,0,0,0,0,0,FR-Nantes,24.35,35.15,10.8,6905.93,0.031,0
348,L47527,L,297.5,308.3,1544,40.8,37,0,0,0,0,0,0,FR-Lyon,24.35,35.15,10.8,6596.84,0.0264,0
349,L47528,L,297.6,308.3,1617,31.7,39,0,0,0,0,0,0,FR-Toulouse,24.45,35.15,10.7,5367.82,0.0196,0
350,L47529,L,297.6,308.3,1595,34.3,41,0,0,0,0,0,0,FR-Nantes,24.45,35.15,10.7,5729.06,0.0215,0
351,H29764,H,297.6,308.3,1400,44.3,43,0,0,0,0,0,0,FR-Nantes,24.45,35.15,10.7,6494.72,0.0316,0
352,M15211,M,297.6,308.4,1611,31.0,48,0,0,0,0,0,0,ES-Barcelone,24.45,35.25,10.8,5229.81,0.0192,0
353,M15212,M,297.6,308.4,1507,46.0,51,0,0,0,0,0,0,ES-Madrid,24.45,35.25,10.8,7259.38,0.0305,0
354,H29767,H,297.5,308.3,1674,30.0,54,0,0,0,0,0,0,FR-Lyon,24.35,35.15,10.8,5259.03,0.0179,0
355,L47534,L,297.6,308.3,1658,34.3,59,0,0,0,0,0,0,FR-Lyon,24.45,35.15,10.7,5955.35,0.0207,0
356,L47535,L,297.6,308.3,1623,36.9,61,0,0,0,0,0,0,FR-Nantes,24.45,35.15,10.7,6271.53,0.0227,0
357,M15216,M,297.6,308.4,1398,48.9,63,0,0,0,0,0,0,FR-Lyon,24.45,35.25,10.8,7158.87,0.035,0
358,L47537,L,297.6,308.4,1517,34.2,66,0,0,0,0,0,0,FR-Nantes,24.45,35.25,10.8,5433.01,0.0225,0
359,M15218,M,297.6,308.3,1467,36.7,68,0,0,0,0,0,0,ES-Barcelone,24.45,35.15,10.7,5638.0,0.025,0
360,M15219,M,297.6,308.3,1567,34.6,71,0,0,0,0,0,0,FR-Nantes,24.45,35.15,10.7,5677.72,0.0221,0
361,M15220,M,297.5,308.3,1521,38.2,74,0,0,0,0,0,0,FR-Toulouse,24.35,35.15,10.8,6084.45,0.0251,0
362,L47541,L,297.5,308.3,1596,36.8,77,0,0,0,0,0,0,FR-Nantes,24.35,35.15,10.8,6150.48,0.023,0
363,H29776,H,297.6,308.3,1640,30.9,79,0,0,0,0,0,0,FR-Nantes,24.45,35.15,10.7,5306.78,0.0188,0
364,L47543,L,297.6,308.3,1438,47.8,84,0,0,0,0,0,0,FR-Nantes,24.45,35.15,10.7,7198.06,0.0332,0
365,L47544,L,297.6,308.4,1407,55.2,86,0,0,0,0,0,0,ES-Barcelone,24.45,35.25,10.8,8133.21,0.0392,0
366,L47545,L,297.6,308.4,1353,57.5,88,0,0,0,0,0,0,FR-Toulouse,24.45,35.25,10.8,8146.94,0.0425,0
367,M15226,M,297.6,308.5,1552,40.9,90,0,0,0,0,0,0,ES-Barcelone,24.45,35.35,10.9,6647.27,0.0263,0
368,M15227,M,297.6,308.4,1569,38.3,93,0,0,0,0,0,0,ES-Barcelone,24.45,35.25,10.8,6292.89,0.0244,0
369,L47548,L,297.5,308.4,1489,39.5,96,0,0,0,0,0,0,FR-Lyon,24.35,35.25,10.9,6159.14,0.0265,0
370,H29783,H,297.5,308.4,1587,36.1,98,0,0,0,0,0,0,FR-Lyon,24.35,35.25,10.9,5999.47,0.0227,0
371,M15230,M,297.5,308.3,1622,37.2,103,0,0,0,0,0,0,FR-Lyon,24.35,35.15,10.8,6318.62,0.0229,0
372,L47551,L,297.5,308.4,1604,38.1,106,0,0,0,0,0,0,FR-Lyon,24.35,35.25,10.9,6399.68,0.0237,0
373,M15232,M,297.4,308.3,1405,51.7,108,0,0,0,0,0,0,FR-Lyon,24.25,35.15,10.9,7606.69,0.0368,0
374,L47553,L,297.4,308.3,1412,42.0,111,0,0,0,0,0,0,ES-Madrid,24.25,35.15,10.9,6210.3,0.0297,0
375,L47554,L,297.4,308.3,1431,43.0,113,0,0,0,0,0,0,FR-Lyon,24.25,35.15,10.9,6443.72,0.03,0
376,L47555,L,297.4,308.2,1533,37.4,115,0,0,0,0,0,0,FR-Toulouse,24.25,35.05,10.8,6004.02,0.0244,0
377,M15236,M,297.4,308.2,1401,51.9,117,0,0,0,0,0,0,ES-Madrid,24.25,35.05,10.8,7614.37,0.037,0
378,M15237,M,297.4,308.2,1424,53.9,120,0,0,0,0,0,0,FR-Lyon,24.25,35.05,10.8,8037.62,0.0378,0
379,L47558,L,297.3,308.2,1754,29.4,123,0,0,0,0,0,0,ES-Madrid,24.15,35.05,10.9,5400.15,0.0168,0
380,L47559,L,297.3,308.2,1754,26.8,125,0,0,0,0,0,0,FR-Toulouse,24.15,35.05,10.9,4922.58,0.0153,0
381,L47560,L,297.5,308.3,2564,12.8,127,1,0,0,1,0,0,FR-Lyon,24.35,35.15,10.8,3436.82,0.005,1
382,L47561,L,297.5,308.5,1546,40.4,129,0,0,0,0,0,0,ES-Madrid,24.35,35.35,11.0,6540.63,0.0261,0
383,L47562,L,297.5,308.5,1335,48.0,131,0,0,0,0,0,0,FR-Nantes,24.35,35.35,11.0,6710.44,0.0359,0
384,M15243,M,297.5,308.6,1842,27.0,133,0,0,0,0,0,0,ES-Barcelone,24.35,35.45,11.1,5208.13,0.0147,0
385,L47564,L,297.5,308.5,1712,26.8,136,0,0,0,0,0,0,ES-Madrid,24.35,35.35,11.0,4804.71,0.0156,0
386,M15245,M,297.6,308.6,1414,45.4,138,0,0,0,0,0,0,ES-Madrid,24.45,35.45,11.0,6722.55,0.0321,0
387,L47566,L,297.6,308.7,1319,50.9,141,0,0,0,0,0,0,FR-Toulouse,24.45,35.55,11.1,7030.58,0.0386,0
388,L47567,L,297.7,308.7,1249,60.4,143,0,0,0,0,0,0,FR-Lyon,24.55,35.55,11.0,7900.02,0.0483,0
389,L47568,L,297.6,308.7,1455,48.2,145,0,0,0,0,0,0,ES-Madrid,24.45,35.55,11.1,7344.1,0.0331,0
390,M15249,M,297.6,308.7,1408,54.8,147,0,0,0,0,0,0,ES-Madrid,24.45,35.55,11.1,8080.01,0.0389,0
391,L47570,L,297.6,308.7,1460,46.7,150,0,0,0,0,0,0,ES-Barcelone,24.45,35.55,11.1,7140.0,0.032,0
392,L47571,L,297.6,308.6,1491,38.1,152,0,0,0,0,0,0,FR-Toulouse,24.45,35.45,11.0,5948.83,0.0255,0
393,M15252,M,297.6,308.5,1490,43.4,154,0,0,0,0,0,0,FR-Toulouse,24.45,35.35,10.9,6771.81,0.0291,0
394,M15253,M,297.5,308.4,1350,52.2,157,0,0,0,0,0,0,ES-Madrid,24.35,35.25,10.9,7379.6,0.0386,0
395,L47574,L,297.5,308.4,1528,39.9,160,0,0,0,0,0,0,FR-Toulouse,24.35,35.25,10.9,6384.47,0.0261,0
396,L47575,L,297.4,308.3,1571,37.7,162,0,0,0,0,0,0,ES-Barcelone,24.25,35.15,10.9,6202.21,0.024,0
397,L47576,L,297.4,308.3,1490,42.6,164,0,0,0,0,0,0,ES-Barcelone,24.25,35.15,10.9,6646.98,0.0286,0
